catalog_number,descr,ids
169238,"<div style=""font-weight:400;"">
	2 H.P. MOTOR, 208/230/460 VOLT, 3 PHASE, 1725 RPM USED ON MAINTENANCE FREE SERIES 60 1-1/2 x 7,  60 2 x 7 M98559<br><br><strong>Used On:</strong><br>POWER1 Power Pack Choices  <br>POWER2 Power Pack Choices  <br>POWER7 Power Pack Selections  <br>172672 MF Series 60 618T Inline Pump 2HP 1750 208-230/460/3/60  <br>172754 MF Series 60 619T Inline Pump 2HP 1750 208-230/460/3/60 
					<p> </p>
					169238 replaces:
169094
M98545
M98546
169093 
</div>",2984152
BP415-36,,2984165
1BL065LF,"<div style=""font-weight:400;"">
	Bell &amp; Gossett 1BL065 Lead Free PL-130B 2"" 2/5 HP 115 Volt Single Phase Bronze Circulator Maintenance Free<br><br><strong>Specifications:</strong><br>HP 2/5<br>Volts 115<br>Phase 1<br>RPM 3200<br>Amps 4.8<br>Max. Operating Pressure 150 psi<br>Max. Temp. 225 Degrees F<br>Face to Face Dimensions 8-1/2""<br>GPM @ Head @ 115 gpm @ 5 ft.<br>GPM @ Head @ 90 gpm @ 10 ft.<br>GPM @ Head @ 60 gpm @ 15 ft.<br><br><strong>Features And Benefits:</strong><br>Permanently oil-lubricated and maintenance free<br>Operates in systems up to 150 PSI with temperatures up to 225°F<br>Precision-machined and balanced alloy steel rotor<br>Carbon/silicon carbide seal system<br><strong>Safe Drinking Water Act Compliant (Lead Free / Low Lead)</strong> 
</div>",2984149
172759,,2984162
1BN055LF,,2984176
102233,,2984163
P50852,,2984181
P42268,,2984180
B05304B,,2984184
179044,"<div style=""font-weight:400;"">
	BELL &amp; GOSSETT Series 90 Inline Pump MODEL 90-34S 2AA, 3/4HP 1750 RPM, 115/230 VOLT, 1 PHASE WITH  NPT FLANGE SET<br><br><br>Close-coupled in-line mounted pump available in 1' through 2' sizes. 1/4 HP through 2 HP at 1750 RPM and 1/2 through 15 HP at 3500 RPM. Available in bronze-fitted construction with flows to 200 GPM, heads to 225 feet.<br><br><br>The Series 90 is an excellent all-purpose pump designed for vertical and horizontal in-line mounting. Close-coupled design; grease-lubricated motor.<br>Bell &amp; Gossett’s internally flushed BUNA/Carbon ceramic seal makes the Series 90 a truly worry-free pump.<br><br><br><br><br><srtong><font color=""red"">BELL &amp; GOSSETT SERIES 90 PUMPS ARE BUILD TO ORDER PLEASE ALLOW 3-4 WEEKS BEFORE SHIPMENT.  DUE TO THE FACT THAT SERIES 90 PUMPS ARE SPECIAL ORDER, ALL SERIES 90 PUMP ORDERS CANNOT BE CANCELLED UNDER ANY CIRCUMSTANCES.</font> 
					<p> </p>
					<br>
<a href=""http://fhaspapp.ittind.com/literature/productPages/Parts-Series-90.asp?Part=BG_179044&amp;Page="" target=""_BLANK"">CLICK HERE FOR MORE INFORMATION</a>
<br>
<a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_179044&amp;PartCo=BG"" target=""_BLANK"">CLICK HERE FOR PARTS BREAKDOWN</a> 
</srtong></div>",2984169
185264,"<div style=""font-weight:400;"">
	Bearing Assembly used on 60 2-1/2F Bronze Fitted model only<br><br><strong>Used On:</strong><br>172X19 Series 60 2-1/2F Bronze Fitted BTO 
					<p> </p>
					<br><a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_185264&amp;PartCo=BG"" target=""_blank"">Click Here for parts breakdown</a> 
</div>",2984158
104300,"<div style=""font-weight:400;"">
	With 7 models to choose from there’s always an exact match for any system.<br><br>The ecocirc XL is a high efficiency, variable speed, wet rotor pump with integrated drive. The circulator is available in cast iron or lead free bronze and with a broad temperature range of 14ºF to 230ºF (-10ºC to 110ºC). The ecocirc XL is suitable for both hot and chilled water systems.<br><br><br>Model Number ecocirc XL 20-35<br>Version High Head<br>Power Supply Single Phase 115V<br>Flange Connection Small Booster (2 Bolts)<br>Pump Body Cast Iron<br>Fluid Temp. Range 14°F - 230°F<br>Ambient Temp. Range 32°F - 104°F<br>Max. Pressure Range 175 PSI<br>Protection Class  IP44 
</div>",2984168
60-614T,,2984177
185334LF,"<div style=""font-weight:400;"">
	B &amp; G BEARING ASSEMBLY OILESS, COPPER SHAFT SLEEVE, BUNA-N SEAL, USED ON MAINTENANCE FREE SERIES 60 WITH 7"" IMPELLERS, PD-38 &amp; PD-40 PUMPS<br><br><strong>Used On:</strong><br>105123 PDB38S Pump All Bronze 1 HP Single Phase   <br><br>105135 PDB38T Pump All Bronze 1 HP Three Phase   <br><br>105139 PDB40T Pump All Bronze 1.5 HP Three Phase  <br><br> 105153 PDB40S Pump All Bronze 1.5 HP Single Phase   BRGAS2 Bearing Assembly Selections 
					<p> </p>
					REPLACES 185334 
</div>",2984171
117020,"<div style=""font-weight:400;"">
	BELL &amp; GOSSETT READ OUT METER READING RANGE 0-25 PSIG   (MODEL RO-5)  THE BELL &amp; GOSSETT READOUT KITS CONSIST OF A DIFFERENTIAL PRESSURE GAUGE, HOSES WITH 90 MICRON INLINE FILTERS TO CONNECT UPSTREAM AND DOWNSTREAM OF THE FLOW MEASURING DEVICE, A SET OF READOUT PROBES, CIRCUIT SETTER CALCULATOR AND CARRYING CASE. THE RO-2, RO-3 AND RO-4 READOUT KITS HAVE VALVES TO VENT THE DIFFERENTIAL PRESSURE GAUGE. THE RO-5 READOUT KIT DIFFERENTIAL PRESSURE GAUGE CONTAINS A FLOATING PISTON WITH A CONTINUOUS BLEED ACROSS THE PISTON AND DOES NOT REQUIRE SEPARATE VALVES. 
					<p> </p>
					<a href=""http://fhaspapp.ittind.com/literature/productPages/Parts-Readout-Kit.asp?Part=BG_117017&amp;Page="" target=""_blank"">Click Here for Additional Information</a> 
</div>",2984167
116526,,2984185
169232,"<div style=""font-weight:400;"">
	1 HP, 1PHASE, 115/208-230 VOLT, 1725 RPM MOTOR USED ON MAINTENANCE FREE SERIES 60, PD-38S &amp; PD-39S<br><br>POWER1 Power Pack Choices  <br>105117 PD Booster PD-39S  <br>105118 PD Booster PD-39S BI  <br>105119 PD Booster PDB-39S  <br>105121 PD38S Pump 1 HP Single Phase  <br>105122 PD38S BI Pump 1 HP Single Phase  <br>105123 PDB38S Pump All Bronze 1 HP Single Phase  <br>POWER7 Power Pack Selections  <br>172669 MF Series 60 612S Inline Pump 1HP 1750 115/208-230/1/60  <br>172670 MF Series 60 614S Inline Pump 1HP 1750 115/208-230/1/60  <br>172671 MF Series 60 616S Inline Pump 1HP 1750 115/208-230/1/60  <br>172758 MF Series 60 623S Inline Pump 1HP 1750 115/208-230/1/60 <br>172761 MF Series 60 624S Inline Pump 1HP 1750 115/208-230/1/60  <br>172721 MF Series 60 B612S Inline Pump 1HP 1750 115/208-230/1/60  <br>172773 MF Series 60 B614S Inline Pump 1HP 115/230V 1PH 
					<p> </p>
					<br><br><strong>Reaplces Bell &amp; Gossett: 903584 and 111050</strong> 
</div>",2984173
115125,,2984192
186835,,2984193
P50822,,2984195
102226,"<div style=""font-weight:400;"">
	BELL &amp; GOSSETT HD3 IRON BODY CIRCULATOR 3"" WITH FLANGES 1/3HP 115V 
					<p> </p>
					HD-3, HD3 
</div>",2984170
60-B604S,,2984190
185262,"<div style=""font-weight:400;"">
	B &amp; G BEARING ASSEMBLY FOR USED ON PD-38, PD-40, Obs. PD-39, 60 “A” SERIES PUMPS All Bronze models only<br><br><strong>Used On:</strong><br>105026 PD Booster PDB-39T  <br><br>105030 PD Booster PDB-39T  <br><br>105119 PD Booster PDB-39S  <br><br>172X14 Series 60 1-1/2A All Bronze  <br><br>172X17 Series 60 2A All Bronze  <br><br>105123 PDB38S Pump All Bronze 1 HP Single Phase  <br><br>105135 PDB38T Pump All Bronze 1 HP Three Phase  <br><br>105139 PDB40T Pump All Bronze 1.5 HP Three Phase  <br><br>105153 PDB40S Pump All Bronze 1.5 HP Single Phase  <br><br><br>Replaces P/N PD-27-Z-12351, 185234 
					<p> </p>
					<br><a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_185262&amp;PartCo=BG"" target=""_blank"">Click Here for parts breakdown</a> 
</div>",2984178
172752,,2984188
105089,"<div style=""font-weight:400;"">
	BELL &amp; GOSSETT PD35S,  3"" FLANGE , 1/2 HP, 115/230 VOLT 
					<p> </p>
					<a href=""http://fhaspapp.ittind.com/literature/productPages/Parts-Series-LD3-HD3-PD.asp?Part=BG_105093&amp;Page="" target=""_BLANK"">CLICK HERE FOR ADDITIONAL INFORMATION</a>
<br>
<a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_105089&amp;PartCo=BG"" target=""_BLANK"">CLICK HERE FOR PARTS BREAKDOWN</a> 
</div>",2984179
169236,"<div style=""font-weight:400;"">
	1-1/2HP, 1 PHASE, 115/208-230 VOLT, 1725 RPM MOTOR USED ON All MAINTENANCE FREE SERIES 60 EXCEPT 1 x 5-1/4, 1-1/4 x 5-1/4, PD-40S<br><br><strong>Used On:</strong><br>POWER2 Power Pack Choices  <br>POWER1 Power Pack Choices  <br>105151 PD40S Pump 1.5 HP Single Phase  <br>105152 PD40S BI Pump 1.5 HP Single Phase  <br>105153 PDB40S Pump All Bronze 1.5 HP Single Phase  <br>POWER7 Power Pack Selections  <br>172724 MF Series 60 617S Inline Pump 1-1/2HP 1750 115/208-230/1/60  <br>172762 MF Series 60 625S Inline Pump 1-1/2HP 1750 115/208-230/1/60  <br>172952 BF Series 60 627S Inline Pump 1-1/2HP 1750 115/230/1/60  <br>172954 AB Series 60 B627S Inline Pump 1-1/2HP 1750 115/230/1/60 
</div>",2984186
168023,"<div style=""font-weight:400;"">
	BELL &amp; GOSSETT SERIES 1535 352S 1/2HP 115/230V 1PH 1"" X 1-1/4"" END SUCTION PUMP<br><br><br>This back-pullout pump offers ease of service in a close-coupled design. The pump can be mounted vertically or horizontally to provide maximum flexibility. Ball bearing design and standard internally flushed mechanical seal provide long, dependable service.<br><br><br>APPLICATIONS: <br>Cooling towers, refrigeration, general service and industrial<br><br><br><br><img height=""145"" alt=""Series 1535"" src=""http://www.bellgossett.com/productPages/1535-W200.gif"" width=""200"" align=""right""><a href=""http://www.bellgossett.com/productPages/1535-W200.gif""></a> 
					<p> </p>
					<a href=""http://fhaspapp.ittind.com/literature/productPages/Parts-Series-1535.asp?Part=BG_168023&amp;Page="" target=""_BLANK"">CLICK HERE FOR ADDITIONAL INFORMATION</a>
<br>
<a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_168023&amp;PartCo=BG"" target=""_BLANK"">CLICK HERE FOR PARTS BREAKDOWN</a> 
</div>",2984183
105093,"<div style=""font-weight:400;"">
	BELL &amp; GOSSETT PD35T, 3"" FLANGE , 1/2 HP, 208-230/460 VOLT 
					<p> </p>
					<a href=""http://fhaspapp.ittind.com/literature/productPages/Parts-Series-LD3-HD3-PD.asp?Part=BG_105093&amp;Page="" target=""_BLANK"">CLICK HERE FOR ADDITIONAL INFORMATION</a>
<br>
<a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_105093&amp;PartCo=BG"" target=""_BLANK"">CLICK HERE FOR PARTS BREAKDOWN</a> 
</div>",2984182
P49620,,2984202
60-B605S,,2984196
60-617T,,2984198
P75797,,2984204
104306,,2984203
DM0080,"<div style=""font-weight:400;"">
	1 1/2 HP MOTOR,1725rpm208 3phs 
</div>",2984191
172947LF,"<div style=""font-weight:400;"">
	Lead Free BELL &amp; GOSSETT SERIES 60 IN-LINE CENTRIFUGAL PUMP 1/3 HP 1725 RPM 115/208/230 VOLT 1PH 1"" X 1"" X 5-1/4"" WITH 4.84"" IMPELLER (MODEL 602S) <br><br>THE SERIES 60 IS A MAINTENANCE-FREE PUMP AND MOTOR DESIGN. THIS DESIGN PROVIDES A WORRY-FREE, INSTALL-AND-FORGET OPERATION. THE DESIGN INCORPORATES THE PATENTED XL-11® PRECISION-CRAFTED BEARING SYSTEM. ADVANCED FLUID PASSAGE DESIGN AND A PERMANENTLY LUBRICATED MOTOR PROVIDE EFFECTIVE AND QUIET OPERATION. THE HYDRAULICALLY BALANCED IMPELLER AND RESILIENT MOTOR ALSO HELP PROVIDE SMOOTH, QUIET OPERATION. 
					<p> </p>
					REPLACES PART # 172564 (MODEL # 60-10S 1"" X 1"" X 5-1/4"" W/ 1/3 HP MOTOR)<br>172702 602S 1/3 HP 1725 RPM 115/208/230 VOLT 1PH 1"" X 1"" X 5-1/4"" WITH 4.84"" IMPELLER <br>

<a href=""http://www.bellgossett.com/productPages/Parts-Series-60.asp?Part=BG_172702&amp;Page="" target=""_blank"">Click Here for Additional Information</a>	
<br>
<a href=""http://rcwapp.itt.com/esponline/BG-BillOfMaterials.asp?IDahref=BG_172702&amp;PartCo=BG"" target=""_blank"">Click Here for a Parts Breakdown</a> 
</div>",2984187
P53026,,2984207
172705LF,"<div style=""font-weight:400;"">
	BELL &amp; GOSSETT SERIES 60 LEAD FREE BRONZE IN-LINE CENTRIFUGAL PUMP 1/3 HP 1725 RPM 115/208/230 VOLT 1PH 1"" X 1"" X 5-1/4"" WITH 4.84"" IMPELLER (MODEL B602S)  <br><br>THE SERIES 60 IS A MAINTENANCE-FREE PUMP AND MOTOR DESIGN. THIS DESIGN PROVIDES A WORRY-FREE, INSTALL-AND-FORGET OPERATION. THE DESIGN INCORPORATES THE PATENTED XL-11® PRECISION-CRAFTED BEARING SYSTEM. ADVANCED FLUID PASSAGE DESIGN AND A PERMANENTLY LUBRICATED MOTOR PROVIDE EFFECTIVE AND QUIET OPERATION. THE HYDRAULICALLY BALANCED IMPELLER AND RESILIENT MOTOR ALSO HELP PROVIDE SMOOTH, QUIET OPERATION.<br><br>REPLACES: 172705 
					<p> </p>
					<a href=""http://fhaspapp.ittind.com/literature/productPages/Parts-Series-60.asp?Part=BG_172701&amp;Page="" target=""_blank"">Click Here for Additional Information</a>	
<br>
<a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_172705&amp;PartCo=BG"" target=""_blank"">Click Here for a Parts Breakdown</a> 
</div>",2984189
P85427,,2984209
P50876,,2984210
SU63-2,,2984205
132124,"<div style=""font-weight:400;"">
	BELL &amp; GOSSETT  3DS-4S, 4” TRIPLE DUTY VALVE STRAIGHT PATTERN (LESS FLANGES)<br><br><br>A combination shut-off, center-guided non-slam check valve and calibrated balance valve in one device. The combination of three valves in one minimizes cost and reduces installation time. Available in angle or straight pattern in 1' through 16' sizes; in flanged, grooved or NPT connections. The triple-duty valve has a cast iron body, brass seat, cast bronze disc and SS stem. A calibrated nameplate and memory button allow return of the valve to the balanced position after shut-off. The backseating valve stem allows repacking under full-line pressure.<br><br><br>Features:<br><br><br>• Lowest pressure drop.<br><br><br>• 3-Valves in one; center guided non-slam check, calibrated balance and shut-off.<br><br><br>• Maximum range of control (8-9 turns).<br><br><br>• Spring loaded with ""soft seat"" design.<br><br><br>• Brass seat, stainless steel steam and bronze disc.<br><br><br>• Brass read-out valves.<br><br><br>• Calibrated nameplate &amp; memory button.<br><br><br>• Backseating valve stem.<br><br><br>• Available in flanged, grooved and NPT connections.<br><br><br>• Minimizes cost and reduces installation time.<br><br><br>• Meets ASHRAE 90.1 requirements by providing most energy efficient operation of any similar valve. 
					<p> </p>
					SOME TRIPLE DUTY VALVES ARE SPECIAL ORDER FROM THE FACTORY.  PLEASE CALL FOR AVAILABILITY.<br>
<a href=""http://fhaspapp.ittind.com/literature/productPages/Parts-Triple-Duty-Valves.asp?Part=BG_132124&amp;Page="" target=""_BLANK"">CLICK HERE FOR MORE INFORMATION</a>
<br>
<a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_132124&amp;PartCo=BG"" target=""_BLANK"">CLICK HERE FOR PARTS BREAKDOWN</a> 
</div>",2984194
P78928,,2984214
116550,,2984217
LD3AB,,2984216
P85466,,2984218
P50872,,2984220
P85070,,2984219
172741,,2984208
P57583,,2984224
172671LF,"<div style=""font-weight:400;"">
	BELL &amp; GOSSETT SERIES 60 LEAD FREE IN-LINE CENTRIFUGAL PUMP 1 HP 1725 RPM 115/208/230 VOLT 1PH 2"" X 2"" X 6-1/4"" WITH 6.22"" IMPELLER (MODEL 616S)  <br><br>THE SERIES 60 IS A MAINTENANCE-FREE PUMP AND MOTOR DESIGN. THIS DESIGN PROVIDES A WORRY-FREE, INSTALL-AND-FORGET OPERATION. THE DESIGN INCORPORATES THE PATENTED XL-11® PRECISION-CRAFTED BEARING SYSTEM. ADVANCED FLUID PASSAGE DESIGN AND A PERMANENTLY LUBRICATED MOTOR PROVIDE EFFECTIVE AND QUIET OPERATION. THE HYDRAULICALLY BALANCED IMPELLER AND RESILIENT MOTOR ALSO HELP PROVIDE SMOOTH, QUIET OPERATION.<br><br>REPLACES: 172671 
					<p> </p>
					<a href=""http://fhaspapp.ittind.com/literature/productPages/Parts-Series-60.asp?Part=BG_172701&amp;Page="" target=""_blank"">Click Here for Additional Information</a>		
<br>
<a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_172671&amp;PartCo=BG"" target=""_blank"">Click Here for a Parts Breakdown</a> 
</div>",2984201
102220,,2984211
105101,"<div style=""font-weight:400;"">
	B &amp; G PD-37T IB BOOSTER PUMP 3/4hp 1750rpm 208-230/460V 3ph 
					<p> </p>
					<a href=""http://fhaspapp.ittind.com/literature/productPages/Parts-Series-LD3-HD3-PD.asp?Part=BG_105093&amp;Page="" target=""_BLANK"">CLICK HERE FOR ADDITIONAL INFORMATION</a>
<br>
<a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_105101&amp;PartCo=BG"" target=""_BLANK"">CLICK HERE FOR PARTS BREAKDOWN</a> 
</div>",2984200
105097,"<div style=""font-weight:400;"">
	B &amp; G PD-37S IB BOOSTER PUMP 3/4hp 1750rpm 115/230V 1ph 
					<p> </p>
					<a href=""http://fhaspapp.ittind.com/literature/productPages/Parts-Series-LD3-HD3-PD.asp?Part=BG_105093&amp;Page="" target=""_BLANK"">CLICK HERE FOR ADDITIONAL INFORMATION</a>
<br>
<a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_105097&amp;PartCo=BG"" target=""_BLANK"">CLICK HERE FOR PARTS BREAKDOWN</a> 
</div>",2984199
105098,"<div style=""font-weight:400;"">
	BELL &amp; GOSSETT PD37S BI, 3"" FLANGE , 3/4 HP, 115/230 VOLT 
					<p> </p>
					<a href=""http://fhaspapp.ittind.com/literature/productPages/Parts-Series-LD3-HD3-PD.asp?Part=BG_105093&amp;Page="" target=""_BLANK"">CLICK HERE FOR ADDITIONAL INFORMATION</a>
<br>
<a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_105098&amp;PartCo=BG"" target=""_BLANK"">CLICK HERE FOR PARTS BREAKDOWN</a> 
</div>",2984206
185050LF,,2984228
185051,"<div style=""font-weight:400;"">
	SEAL KIT FOR 2"" SHAFT SIZE USED ON VSC &amp; VSCS PUMPS<br><br><strong>Used On:</strong><br>SEAL09 
</div>",2984213
E-90-1.5AAB,,2984222
P50866,,2984230
115127,,2984231
P85441,,2984232
P78986,,2984233
SU62-4,,2984225
DM0140,"<div style=""font-weight:400;"">
	3ph  5hp 3450RPM MOTOR 
</div>",2984215
185050,"<div style=""font-weight:400;"">
	SEAL KIT FOR 1-5/8"" SHAFT SIZE USED ON VSC &amp; VSCS PUMPS, Series 80 In-Line Pumps, Series 1510 Stuffing Box Pumps &amp; Series 1531 Close Coupled Pumps<br><br><strong>Used On:</strong><br>SEAL02 Seal Choices  <br>SEAL04 Seal Choices   <br>SEAL07 Seal Choices  <br>SEAL08 Seal Choices 
</div>",2984212
P81981,,2984237
P81980,,2984236
P90452,,2984240
P51416,,2984242
E-1510-1.5AD,,2984229
E90,,2984245
P79002,,2984247
E1510-2AD,,2984235
172723LF,"<div style=""font-weight:400;"">
	BELL &amp; GOSSETT SERIES 60 LEAD FREE  IN-LINE CENTRIFUGAL PUMP 3/4 HP 1725 RPM 115/208/230 VOLT 1PH 2"" X 2"" X 6-1/4"" WITH 5.62"" IMPELLER (MODEL 615S) <br><br>THE SERIES 60 IS A MAINTENANCE-FREE PUMP AND MOTOR DESIGN. THIS DESIGN PROVIDES A WORRY-FREE, INSTALL-AND-FORGET OPERATION. THE DESIGN INCORPORATES THE PATENTED XL-11® PRECISION-CRAFTED BEARING SYSTEM. ADVANCED FLUID PASSAGE DESIGN AND A PERMANENTLY LUBRICATED MOTOR PROVIDE EFFECTIVE AND QUIET OPERATION. THE HYDRAULICALLY BALANCED IMPELLER AND RESILIENT MOTOR ALSO HELP PROVIDE SMOOTH, QUIET OPERATION.<br><br>REPLACES: 172723 
					<p> </p>
					REPLACES PART # 172518 (MODEL 60-14S 2"" X 2"" X 6-1/4"" W/ 3/4 HP MOTOR)
<br>
<a href=""http://fhaspapp.ittind.com/literature/productPages/Parts-Series-60.asp?Part=BG_172701&amp;Page="" target=""_blank"">Click Here for Additional Information</a>		
<br>
<a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_172723&amp;PartCo=BG"" target=""_blank"">Click Here for a Parts Breakdown</a> 
</div>",2984223
P77497,,2984249
185014LF,"<div style=""font-weight:400;"">
	BELL &amp; GOSSETT 1510 BEARING ASSEMBLY LARGE FRAME FOR BRONZE FITTED PUMPS<br><br><strong>Used On:</strong><br>170B55	Series 1510 6BC Standard Seal Bronze Fitted Large Bearing<br>170X25	Series 1510 3AB Standard Seal Bronze Fitted Large Bearing<br>170X31	Series 1510 4AB Standard Seal Bronze Fitted Large Bearing<br>170X36	Series 1510 4AC Standard Seal Bronze Fitted Large Bearing<br>170X40	Series 1510 5A Standard Seal Bronze Fitted Large Bearing<br>170X45	Series 1510 1-1/4BB Standard Seal Bronze Fitted Large Bearing<br>170X51	Series 1510 1-1/4BC Standard Seal Bronze Fitted Large Bearing<br>170X57	Series 1510 1-1/2BC Standard Seal Bronze Fitted Large Bearing<br>170X63	Series 1510 2BB Standard Seal Bronze Fitted Large Bearing<br>170X69	Series 1510 2BC Standard Seal Bronze Fitted Large Bearing<br>170X75	Series 1510 2-1/2B Standard Seal Bronze Fitted Large Bearing<br>170X81	Series 1510 2-1/2BB Standard Seal Bronze Fitted Large Bearing<br>170X87	Series 1510 3BB Standard Seal Bronze Fitted Large Bearing<br>170X93	Series 1510 4BB Standard Seal Bronze Fitted Large Bearing<br>170X98	Series 1510 4BC Standard Seal Bronze Fitted Large Bearing<br>170Y04	Series 1510 5BB Standard Seal Bronze Fitted Large Bearing<br>170Y09	Series 1510 5BC Standard Seal Bronze Fitted Large Bearing<br>170Y11	Series 1510 6BB Standard Seal Bronze Fitted Large Bearing<br>170Y13	Series 1510 2CB Standard Seal Bronze Fitted Large Bearing<br>170Y15	Series 1510 3CB Standard Seal Bronze Fitted Large Bearing<br>170Y17	Series 1510 4CB Standard Seal Bronze Fitted Large Bearing<br>170Y19	Series 1510 5CB Standard Seal Bronze Fitted Large Bearing<br>170Y21	Series 1510 6CB Standard Seal Bronze Fitted Large Bearing<br>170Y25	Series 1510 2E Standard Seal Bronze Fitted Large Bearing<br>170Y29	Series 1510 3E Standard Seal Bronze Fitted Large Bearing<br>170Y33	Series 1510 4E Standard Seal Bronze Fitted Large Bearing<br>170Y35	Series 1510 5E Standard Seal Bronze Fitted Large Bearing<br>170Y37	Series 1510 6E Standard Seal Bronze Fitted Large Bearing<br>170Y39	Series 1510 2G Standard Seal Bronze Fitted Large Bearing<br>170Y41	Series 1510 3G Standard Seal Bronze Fitted Large Bearing<br>170Y43	Series 1510 4G Standard Seal Bronze Fitted Large Bearing<br>170Y45	Series 1510 5G Standard Seal Bronze Fitted Large Bearing<br>170Y49	Series 1510 6G Standard Seal Bronze Fitted Large Bearing<br>170Y58	Series 1510 3AC Standard Seal Bronze Fitted Large Bearing<br>170Y63	Series 1510 3BC Standard Seal Bronze Fitted Large Bearing<br>170Y65	Series 1510 4GB Standard Seal Bronze Fitted Large Bearing<br><br><br>Replaces P/N PWBFZ-626 
					<p> </p>
					<br>
<a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_185011&amp;PartCo=BG"" target=""_blank"">Click Here for Repair Parts Breadown</a>
<br> 
</div>",2984227
115128,,2984250
117472,,2984252
172754LF,"<div style=""font-weight:400;"">
	Lead Free BELL &amp; GOSSETT SERIES 60 IN-LINE CENTRIFUGAL PUMP 2 HP 1725 RPM 208-230/460 VOLT 3 PH 2"" X 2"" X 7"" WITH 6.12"" IMPELLER (MODEL 619T)  <br><br>THE SERIES 60 IS A MAINTENANCE-FREE PUMP AND MOTOR DESIGN. THIS DESIGN PROVIDES A WORRY-FREE, INSTALL-AND-FORGET OPERATION. THE DESIGN INCORPORATES THE PATENTED XL-11® PRECISION-CRAFTED BEARING SYSTEM. ADVANCED FLUID PASSAGE DESIGN AND A PERMANENTLY LUBRICATED MOTOR PROVIDE EFFECTIVE AND QUIET OPERATION. THE HYDRAULICALLY BALANCED IMPELLER AND RESILIENT MOTOR ALSO HELP PROVIDE SMOOTH, QUIET OPERATION. 
					<p> </p>
					REPLACES PART # 172562 (MODEL 60-20T)
<br>
<a href=""http://fhaspapp.ittind.com/literature/productPages/Parts-Series-60.asp?Part=BG_172701&amp;Page="" target=""_blank"">Click Here for Additional Information</a>	
<br>
<a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_172754&amp;PartCo=BG"" target=""_blank"">Click Here for a Parts Breakdown</a> 
</div>",2984226
P77509,,2984251
90-2AB-BF,,2984244
60-620T,,2984241
104406LF,,2984255
102228,,2984243
168031,"<div style=""font-weight:400;"">
	BELL &amp; GOSSETT SERIES 1535 355T 1-1/2HP 208-230/460 3PH 1"" X 1-1/4"" END SUCTION PUMP<br><br><br>This back-pullout pump offers ease of service in a close-coupled design. The pump can be mounted vertically or horizontally to provide maximum flexibility. Ball bearing design and standard internally flushed mechanical seal provide long, dependable service.<br><br><br>APPLICATIONS: <br>Cooling towers, refrigeration, general service and industrial<br><br><br><br><img height=""145"" alt=""Series 1535"" src=""http://www.bellgossett.com/productPages/1535-W200.gif"" width=""200"" align=""right""><a href=""http://www.bellgossett.com/productPages/1535-W200.gif""></a> 
					<p> </p>
					<a href=""http://fhaspapp.ittind.com/literature/productPages/Parts-Series-1535.asp?Part=BG_168031&amp;Page="" target=""_BLANK"">CLICK HERE FOR ADDITIONAL INFORMATION</a>
<br>
<a href=""http://fhaspapp.ittind.com/parts/BG--BillOfMaterials.asp?IDahref=BG_168031&amp;PartCo=BG"" target=""_BLANK"">CLICK HERE FOR PARTS BREAKDOWN</a> 
</div>",2984234
P77513,,2984258
105092LF,"<div style=""font-weight:400;"">
	Bell &amp; Gossett 105092LF Lead Free PDB35S 3"" Circulator 1/2HP, 115/230V 1PH Includes Flanges<br><br><strong>Motor Specifications</strong><br>HP 1/2<br>RPM 1750<br>Voltage 115/230<br>Amps 5.2 / 2.6<br>Phase 1<br><br><strong>Pumping Specifications</strong><br>Face to Face Dimension12""<br>Max. GPM @ Head 115 gpm @ 8 ft.<br>Best Efficiency GPM @ Head 80 gpm @ 15 ft.<br>Min. GPM @ Head 42 gpm @ 20 ft.<br>TDH 23 ft.<br><br><strong>Safe Drinking Water Act Compliant (Lead Free / Low Lead) </strong><br><br>Replaces Bell &amp; Gossett 105092 
</div>",2984238
